;userName;score;at;content
626;no rein;5;12/09/2022 13:17;Saat ini hanya halodoc satu2nya aplikasi yg membantu tuk beli obat. Tp aplikasinya kurang user friendly, padahal yg banyak butuh itu org tua. Harusnya bikin yg lebih gampang digunain aja biar ngajarin org tuanya juga gampang. Thx
627;Agung Suanto;5;12/09/2022 12:03;Konsultasi gampang, pengiriman resep cepat. Makasih halodoc
628;Joddy;5;12/09/2022 03:27;sukses, belum pernah ada masalah, sangat membantu untuk beli obat bisa pesan online dan diantar
629;patrick dr8;5;12/09/2022 02:35;Mudah dan cepat
630;Nur Hasyim;5;11/09/2022 23:11;Praktis dan dokternya responsif
631;Sky's Farm Hi!;5;11/09/2022 12:39;👍👍👍
632;3ra Veronica;5;11/09/2022 11:18;Good application to consulting with the doctor. Recommended .. 👍
633;Putri Yullie;5;11/09/2022 08:34;Pennagnan cepat, respon cepat, pengantar obat tdk smp 30 menit dan bisa dilacak
634;Adinda Fauziah;5;11/09/2022 08:25;Aplikasi ini sangat membantu kapanpun dan dimana pun, dokternya juga bisa milih dan beberapa dokter yang didapet, walapun diskon, tetep serius menangani keluhan. Best!
635;Danny Gunawan;5;11/09/2022 06:19;Layanan dokter ramah dan memuaskan.
636;Kowie Ongputra;5;11/09/2022 06:07;Appsnya sangat membantu
637;Agung Febri Wibowo S;5;11/09/2022 05:37;mudah, simple dna terpercaya
638;Riana Siregar;5;11/09/2022 04:18;Smooth UX, UI, fast, helpful doctor. Thank halodoc. Sukses terus
639;Putri Intan Oktaviani;4;11/09/2022 03:19;Sangatembantu
640;Rusli Halim;5;11/09/2022 02:48;Cepat dan tepat
641;Yusup W;1;11/09/2022 02:34;Apss tidak user friendly. Coba unggah resep. Dpat 2 sms. Yg satu berbunyi: Pesanan obat kamu tidak dapat diproses. Maksudnya gk jelas.. bad user experience
642;Hanggita;5;10/09/2022 16:54;Thank halodoc membantu bgt kalo malem² anak sakit
643;mia purnama sari;5;10/09/2022 14:46;Problem solved
644;Leya Cattleya;5;10/09/2022 11:26;Selalu membantu di saat kami perlu
645;Orchid Diana;5;10/09/2022 10:32;Really helpful, especially in this pandemic period, online consultation, online medicine recommendations, it makes us easier to find the 2nd opinion and quick solution when we got sick.
646;Jojo San;4;10/09/2022 06:51;Good app
647;mario marpaung;5;10/09/2022 02:10;Sangat membantu
648;XB Cahaya Deli;1;09/09/2022 14:33;"td sy order sebuah obat melalui layanan GoMed. stlh melakukan pembayaran dll. pesanan sudah terkonfirmasi & driver ditemukan. tdk lama, sy mendapati kalau driver nya berganti (hal ini terjadi lebih dr 2×) lalu sy kembali menunggu, namun driver tak kunjung datang. status pengiriman jg stuck di posisi ""driver telah ditemukan"". sy berkali2 mencoba menghubungi driver melalui nomor yg tertera, namun tidak ada jawaban sama sekali. 1 jam lbh sy nunggu sampai akhirnya pesanan dibatalkan otomatis."
649;Nikolas Katuuk;5;09/09/2022 12:14;Good and easy to use
650;Dedy Gunawan Baringbing;1;09/09/2022 12:06;saya hubungi PIC nya via no telfon halodoc namun respon sangat2 tidak menyelesaikan masalah, saya order obat untuk istri mulai tgl 5 september 2022 , sampai hari ini sudah tgl 9 september 2022 tidak ada wujudnya. saya hub kembali contact halo doc tapi tidak ada respon. Tolong management halo doc perbaiki layanannya.
651;daniel sitorus;5;09/09/2022 11:51;Selalu puas
652;Ali Firhan;5;09/09/2022 11:38;Nice and easy to consult with doctor
653;Andre Junaedy;5;09/09/2022 08:25;Solusi tercepat untuk obat dan sangat terjangkau di bantu dengan resep dari dokter proffesional mantap
654;Carlos Francis;5;09/09/2022 07:55;Singkat, padat dan jelas, zuperrrr sekali apps nya
655;Putri Dwijayanti;1;09/09/2022 06:11;PESANAN YG DITERIMA TIDAK SESUAI YG DIPESAN, PADAHAL INI UTK ANAK. KOMPLAIN MINTA GANTI SANGAT SULIT, TIDAK ADA LIVE CHAT HARUS TELPON. BILANGNYA DITANGANI TP SUDAH BRP JAM SAYA BELUM MENDAPATKAN OBAT YG SY BUTUHKAN. KECEWA UTK PERUSAHAAN SEKELAS INI
656;Joshua Silaen;5;09/09/2022 02:47;Fast
657;Elfrieda Tobing;5;08/09/2022 19:50;44w4
658;Anandika Paradisa;5;08/09/2022 15:41;Memudahkan dalam beli obat dan konsultasi dengan dokter,jadi gak perlu bawa orang sakit ke RS, ngantri yg mana malah makin drop, plus bisa jadi disuruh pulang lagi dan bisa di sarankan langsung ke igd kalau memang diperlukan, tinggal dokternya saja, kadang dapat yg bagus, kadang dapat yang rada2
659;Merisa Ardini;5;08/09/2022 14:51;Easy to use!
660;Naufal Abrar Azry;1;08/09/2022 13:17;pengisian saldo melalui virtual acc BCA tidak masuk, pembayaran langsung melalui virtual BCA juga tidak masuk.
661;Tamara NCA;3;08/09/2022 11:00;drpd app lain ini paling bagus. tp kendala nya sering banget keluar app sendiri tiba2
662;Puspa Drina;5;08/09/2022 09:03;Good consulting & medications carefully
663;Wahyu Seto;5;08/09/2022 03:46;Mantap
664;Tanaya Saraswati;5;08/09/2022 03:46;Alhamdulillah dokternya sabar dan jelas menjelaskan.. Walau saya sempat hilang sinyal..
665;ario wicaksono;5;07/09/2022 23:08;Sangat membantu jika kita sedang sakit dan tidak ada waktu untuk konsultasi
666;Rizky Bukit;5;07/09/2022 17:35;Keren, instan dan mudah
667;Hasan Aja;5;07/09/2022 16:38;dokter humble dan tenang.. semoga makin sukses para dokter dan halodoc
668;Elsa Sigit;4;07/09/2022 16:35;Good
669;Cik ND;5;07/09/2022 13:12;fast
670;Alqa Tahalli;1;07/09/2022 13:06;ga nyaranin pake jasa konsultasi dokternya. mending langsung ke rumah sakitnya langsung walaupun lebih mahal. sakit asam lambung 1 tahun ga sembuh2. ga ada yg nyaranin cek darah antibody pylori sm endoskopi. sy ke rs, langsung ada yg nyaranin cek darah, hasilnya reaktif, sm endoskopi. adik juga sama coba konsultasi dokter di halodok ga sembuh2. emg beda mungkin krn ini via konsul online dan murah, cuman hati hati kl taruhannya kesehatan masyarakat, yg mestinya ditangani bener ini jd salah
671;Munif Faisol;1;07/09/2022 13:02;Saya beli obat, lalu tiba2 pembayaran gagal dan duit saya nyangkut. Saya ajukan refund pun tidak dianggap serius hanya di suruh coba link yang tidak bisa dibuka, sampai saya kirim video bahwa link tidak bisa di buka hanya didiam kan saja dari pihak halodoc. Sangat mengecewakan, ini terakhir saya pakai aplikasi ini dikarenakan kualitas layanan yang buruk. Sangat tidak rekomendasi.
672;kristian hadinata;5;07/09/2022 08:37;Bagus, profesional, cepat, tidak perlu pergi secara offline
673;Anggita Syavitri;5;07/09/2022 08:27;Mempermudah konsultasi dokter tanpa harus datang antrii kerumah sakit
674;Bagus Wijaya;5;07/09/2022 03:20;Sangat membantu
675;John Rizal;5;07/09/2022 00:39;Good servise
676;Wastu Pradhana;5;06/09/2022 15:08;Sangat membantu dalam pembelian obat. Tidak perlu repot ke apotik.
677;silvia fauzia;5;06/09/2022 14:43;Dokternya informatif, aplikasi nya mudah digunakan
678;Agung Samadi;1;06/09/2022 13:43;Sangat tidak aman aplikasi ini...pesanan Anda sewaktu² bisa dibatalkan pihak apotek. Dan tidak ada notifikasi otomatis atas pengembalian dana/refund,atas terbatalkannya transaksi oleh apotek. Anda harus mengurus refund dan, menghubunginya pada chat aplikasi ini, tidak otomatis proses refund ini terjadi. Dalam seminggu saya sudah kejadian 2x hal yg sama...membuat saya tidak nyaman lagi bertransaksi di aplikasi ini.
679;Almira Khanna;1;06/09/2022 13:35;duit diambil sebelum pasti atau enggaknya dapet dokternya. aneh. kalau dibatalkan dokter lama nunggu refundnya
680;dewi mustikasari;5;06/09/2022 12:29;Pelayanan aplikasi sih makin oke, sayangnya deteksi apotik terdekatnya yg kurang memuaskan, beberapa kali pakai aplikasi ini, lokasi apotik yg terdeteksi masih terlalu jauh
681;bibi;5;06/09/2022 11:52;Bagus bgt
682;Gumilang Paramarta;5;06/09/2022 06:59;actually save lives
683;Melanni Octavian;2;06/09/2022 06:08;i don't understand why Halodoc always recommend me the farthest drugs store from my house and it makes the delivery fee is more expensive
684;Wulan mama banyu 7B Suroso;5;06/09/2022 03:52;Sangat membantu
685;Endah Ariyanti;3;06/09/2022 03:18;Hmmm sbenernya so far helpful bgt sih aplikasi ini klo kita butuh beli obat atau diskusi dgn dokter tanpa harus tatap muka. Tetapi sayang nya pihak halodoc itu search engine nya dia basis by nama obat bukan by apotek. Ya i know at least emg klo basic nya adalah aplikasi buat chat sama dokter oke lah klo kita nyari by nama obatnya. Tpi klo misal cuma mau cari obat tanpa harus chat dokter ini ga helpful karna sometimes kita dicariin produk nya dri apotek yg jauh bgt dri rumah.
686;Irma Febri;5;06/09/2022 02:55;Sangat ramah dan komunikatif
687;fredrik sembiring;5;06/09/2022 02:39;Mantap, sangat membantu saya dan keluarga
688;Kuali Karat;5;05/09/2022 23:26;Respon nya cepat!!
689;Budi Fransetia;5;05/09/2022 15:25;User friendly
690;lisa caunang;5;05/09/2022 15:14;👍
691;Dimas Masduki;5;05/09/2022 12:57;Good
692;Lily Farida;1;05/09/2022 12:38;Pemesanan obat bisa sampai seminggu. Kami melakukan pemesan hari sabtu 3/9, disebutkan estimasi senin tiba. Senin dicek berubah menjadi estimasi tiba menjadi Selasa 6/9 - Kamis 8/9. Hari Minggu sebelumnya sdh dicek kenapa pengiriman lama karena apotik yg dipilih aplikasi katamya jaraknya 20 km. Konsumen tidak mengetahui apotik mana yg dituju pemesanan hanya bisa menunggu. Tidak ada tombol cancel juga. Akhirnya kuta haru tebus resep manual juga. 2x keluar uang kah?
693;Richard S. Bharata;5;05/09/2022 06:22;Thanks Halodoc. Thank you for your apps
694;Irene Sidharta;5;05/09/2022 02:46;Mempermudah pasien dalam mengatasi masalah kesehatan
695;Monochrome me;5;05/09/2022 01:59;"Bisa nenangin di saat panik anak knp"""
696;Wayan Hartana;5;05/09/2022 00:41;Good. Solusi tepat masalah kesehatan
697;D D;5;04/09/2022 14:13;Fast response dari dokternya. Dan informatif
698;Vinka Virnandia;4;04/09/2022 12:37;"Bagus banget untuk bantu second opinion selagi kita gak bisa ke Rs. Saran, adain kek sesi call /voice notes, kasian dokter psikiater/psikolog ngetiknya ngebut,. Kan kata"" nya panjang"
699;Sendika Sonyawan;5;04/09/2022 12:10;Good,
700;Taufan Ad;5;04/09/2022 10:35;Very usefull application
701;Nurintan Ghaisani;5;04/09/2022 09:58;Really helpful for urgent situation. Fast respone.
702;chandra apriyatno;5;04/09/2022 09:14;Good
703;arum merina Asokaningtyas;5;04/09/2022 07:49;Mudah konsultasi dengan dokter dan bisa langsung memesan obat
704;Theodora Septiani Cahyaning;5;04/09/2022 07:35;Friendly user application
705;Iin Ardiana;5;04/09/2022 04:50;Perfect👍👍👍👍👍
706;Savira Kiasaty;1;04/09/2022 04:44;Gabisa terhubung ke asurasi manulife, admin tidak menjawab pertanyaan
707;Darmawan Batara;5;04/09/2022 00:52;Ok
708;Debbie VK;2;03/09/2022 14:56;The worse chatbot for cs! Susah banget dapat bantuan krn chatbot nya sangaat parah
709;Ye3ny;5;03/09/2022 13:27;Memudahkn dlm memesan obat rutin. Knsul dokter gratis pula
710;Ayesha Parveen;5;03/09/2022 10:54;Responsive chat support.
711;Yatno Sukendar;5;03/09/2022 01:19;Rekomended
712;Iwan Setiawan;5;02/09/2022 23:43;Sangat membantu
713;meli waty;4;02/09/2022 19:34;Ngebantu banget pas urgent subuh subuh anak demam
714;Amanda Faustina;1;02/09/2022 17:02;Uang terbuang sia-sia karena , gak nyambung waktu di chat malam hari dan hanya tulisan selamat dtg saja. Setelah sesi habis ada catatan pasien tidak merespon .
715;Jazzmyne Sanssouci;5;02/09/2022 16:13;Praktis dan pengiriman cepat, keep up the good work
716;Mitha Hwa;5;02/09/2022 14:59;Sangat praktis buat kaum mager dan suka rebahan. Tanpa perlu keluar rumah, jadi lebih aman. Kalau sakit ga kuat buat ke dokter, tinggal pake halodoc aja
717;frisca saputra;5;02/09/2022 14:56;Pertolongan pertama yang bisa diandalkan!
718;syukur muhammad;5;02/09/2022 14:33;Very helpful
719;Umar Hafidz;5;02/09/2022 14:32;TOPP GILEE MEMBANTU MASYARAKAT
720;Anita Tiyo;5;02/09/2022 08:30;Baru nyoba pake halodoc..pertama kali..trnyata mantap..di respnt dgn cpt, biaya sangat trjangkau..mudah pula menggunakan aplikasi nya
721;annisa febriyani;5;02/09/2022 08:07;My first time pakai halodoc selain murder sgt ngebantu tanpa harus antri ke klinik. Makasih ya
722;yeni ra;5;02/09/2022 07:00;Impressive!!
723;Sandi Suwardi;5;02/09/2022 06:36;Fast response and user friendly
724;Mariana Saragi;1;02/09/2022 03:59;Sistem lu dibenerin dong tolol. Masa obat obatan dikasih harga jauh diatas het
725;Selvy Riana;5;02/09/2022 02:48;So good
726;Fajri Rahman;1;02/09/2022 01:36;Untuk bisa menghubungkan InHealth ke aplikasi, perusahaan tempat saya bekerja harus kerjasama dulu dengan Halodoc. Ketentuan yang tidak masuk akal. Rumah Sakit saja tidak perlu kerjasama dengan perusahaan tempat saya bekerja untuk dapat melakukan klaim kepada InHealth.
727;Dhio Aulia;4;02/09/2022 01:22;Sudah baik.
728;Hariko Wahid;5;02/09/2022 01:19;Sangat responsif
729;Ate Turmudzi;5;02/09/2022 00:06;Cepat, mudah dan praktis
730;Utari Wahyuniasari;5;01/09/2022 23:19;Sangat membantu setiap saat👍
731;rizky wisnoentoro;5;01/09/2022 22:11;Very helpful
732;Ralik Alexander Orpin;2;01/09/2022 20:53;Pesen 3 obat, kenapa pengirimannya dipisah2 ya harus opsi pengiriman satu-satu ! Mau ambil instan 15rb. Masak x3 biayanya. Padahal pesennya barengan.
733;Nugi Samsung;5;01/09/2022 15:58;Bagus
734;Ira Novianti;5;01/09/2022 11:39;Easy to use
735;Afany Z. Firdaus;1;01/09/2022 07:35;mau chat dengan dokter, sudah bayar, ternyata pas mau chat dokternya ga bisa, disuruh pilih dokter lain, saya kira udah g perlu bayar lagi, ternyata musti bayar lagi. Jadi rugi yg pertama tadi, dokternya yg gak bisa, saya tetep harus bayar. Mana waktu chat sama CS nya luaaaamaaaa balesnya.
736;Farhan Kamal;5;01/09/2022 03:26;mudah sekali
737;Lavistara Yuki;5;01/09/2022 00:20;Just realized there is some kind of bug in the app. When i tried to open my appointment history, there are only a sign 'try again' but it didn't solve anything. But for overall app, i really love Halodoc because it helps me a lot for laboratory appointment or even have a chat with the doctors. This apps also make a vaccine appointment a lot more easier.
738;Thom Thom;1;01/09/2022 00:09;Keren. Komplain g ada responnya. Di chat aplikasi terhubung live agent dicuekin.
739;mohamad yusuf;5;31/08/2022 23:21;Fast respon and friendly
740;Abubakar Shaban;5;31/08/2022 21:54;Instan help and consultancy
741;Eka cahyani official;5;31/08/2022 15:19;Memudahkan sekali ketika butuh doktter
742;Abdul Manan;5;31/08/2022 13:29;Waktu saya hendak membuka riwayat transaksi, app langsung error. Kira2 kenapa ya?
743;Dipranata;5;31/08/2022 13:18;Sangat membantu dan mudah digunakan, dengan dukungan dokter yang handal. Terimakasih HALODOC
744;Ahmad Junaedi;1;31/08/2022 11:48;Always freezing or forced close whenever I tried to open my history transactions.
745;Adinda Yasmine Nasution;5;31/08/2022 11:39;Sangat membantu, wajib punya aplikasi ini
746;Indah Firginia Eliyanti;1;31/08/2022 11:20;Tidak bisa membuka riwayat transaksi yang dimana ada beberapa resep yang ingin saya tebus
747;Anas Muchamad;5;31/08/2022 08:06;Good service
748;Mila Dewi;5;31/08/2022 06:12;Cara berobat yang sangat efektif dan efisien. Terima kasih halodoc 🙂
749;Sandi Alam;5;31/08/2022 05:29;Sangat membantu. Terima kasih
750;ardi fassa;2;31/08/2022 03:44;Riwayat transaksi tidak bisa dibuka
751;eka susanti;5;31/08/2022 00:40;So easy to use and simple so we can consult with doctor immediately
752;Adi Wijaya;1;30/08/2022 18:07;Ga bsa liat riwayat transaksi
753;Purwoko;5;30/08/2022 16:05;It would be nicer if there's a sick letter for us as a evidence that we're not feeling well. Thanks
754;Pambajeng Putro Utomo;1;30/08/2022 15:36;Ini gimana beli obat lewat halo doc tapi obat ga pernah sampai? Kontak via chat dan email pun ga ada solusinya. Scam
755;Nova Nochafalah;5;30/08/2022 12:52;good
756;Dhita Larasati;4;30/08/2022 12:18;Sangat membantu kalau butuh cepat, tapi ya yang ngga butuh resep. Karena pas upload resep sendiri, yg bukan dgn dokter halodoc, bakal di tolak...
757;Zafirah Nur Afifah;5;30/08/2022 10:22;Makes life easier
758;Indrajani Harsono;5;30/08/2022 07:23;Fast and easy
759;maria ulien kusnanika;5;30/08/2022 07:16;Really usefull in emergency
760;wefwq;3;30/08/2022 05:49;Sehabis update disetiap halaman ada gangguan/error, butuh koneksi ynag lebih stabil ketimbang untuk main online game/video call?!
761;Syifa Nadia;5;30/08/2022 04:03;Sangat membantu
762;shelly esb87;5;30/08/2022 01:42;Terbaik mulai dari dokter, dan cepet smpai obatnya
763;Enny Hendriyani;5;29/08/2022 23:54;Cukup membantu
764;Dudun Hamdullah;5;29/08/2022 16:13;Sangat membantu dikala gemting
765;Magentamama;5;29/08/2022 16:01;As a mom with many children who has to stay at home, this app is helpful masyaallah
766;El papí 33;5;29/08/2022 14:53;baik baik baik
767;Sari ismi Hidayati;5;29/08/2022 09:44;Super helpful. Love it!
768;Natasha Val;2;29/08/2022 09:32;"Sudah update ke versi terbaru 14.300 malah sekarang tidak bisa melihat Riwayat Pesanan Selalu muncul ""Ada yang salah"", saya sudah coba restart hp bahkan"
769;Khansa Adila Khairunnisa;5;29/08/2022 08:59;Gileeee, mudah bgt cuyyyy. Smbil kerja smbil rebahan smbil konsul. Smbil ngakak pula klau typo wkwkwk 🤣 trima kasih Halodoc dan pra dokter2 atas kmudahan yg dbuat di jman now 🙏🏻😭 Smoga pembuatnya + tenaga medis trmsk dokter dimanapuj mreka brada, pd lancar hidupnya, sukses, rezekinya banyak, hidupnya tenang dll
770;Heri Kristanto;5;29/08/2022 08:07;Good
771;Kilyasy Olivia;1;29/08/2022 08:05;APLIKASI PAYAH GA BISA LOGIN G DAPAT2 SMS VERIFIKASI GIMANA MAU PAKAI LAYANANNYA?
772;Eugenia Nurdasih;5;29/08/2022 06:42;Cepat layanannya
773;Fadhillatul Husna;5;29/08/2022 05:45;Sangat membantu dalam pelayanan medis from home. Praktis terhubung dengan asuransi
774;Franky Dachi;5;29/08/2022 03:18;Good, as simple as klik-klik, obat sampaii
775;Bramandika -;5;29/08/2022 02:14;Good
776;tuthik arifah;5;29/08/2022 01:54;Dokter di halodoc ramah dan resep yang diberikan sesuai dengan keluhan pasien. Ditambah service 24 jam seperti di rumah sakit sangat membantu jika perlu konsultasi sewaktu-waktu.
777;Aisyah MZ;5;29/08/2022 01:54;Aplikasi yg praktis unt mendapat saran2 kesehatan sesuai kebutuhan
778;irmawati nugroho;5;29/08/2022 01:15;Sangat membantu
779;Susatyo Dewantono;5;28/08/2022 22:18;Bantu saat darurat...dan komunikatif
780;Adityo Suryo W;4;28/08/2022 18:54;Good, jejaring apotek nya lebih diperluas lagi
781;Fandi Ahmad;5;28/08/2022 14:33;Good
782;Anggraeni Endah;5;28/08/2022 14:14;Sangat membantu dan dokter2nya juga berpengalaman... Terimakasih Halodoc...
783;ria;3;28/08/2022 13:54;Untuk aplikasi sebesar halodoc, belum bs cek status jika pengiriman sudah dr waktu yg ditampilkan di apps. Saya sudah menunggu obat selama 1,5 jam, tp di apps perkiraan tiba masih 33-45 menit, status pengiriman juga tidak berubah. Option di bot juga tidak membantu, masih harus contact call center
784;Galih Rangga;2;28/08/2022 12:44;Karena diupdate jadi ngaco history konsultasinya. Konsultasi 2021 jadi di atas, 2022 di tengah2. Kacau update nya. Susah mau chat sm dokter minggu lalu. Malah ilang dari riwayat. Ngeselin
