"","text"
"1268","pesan iriman instan taatu jam  ga nyaman ga  kejelasan tolong  diau  sistem antarannya orang  sakit   sakit  nunggu obat ga  dicancel  susah"
"1269","kerennn "
"1270"," bermanfaat"
"1271","sengaja bayar chat dokter  beli obat dgn resedah ham jam nunggu tau batal otmatis  direfund   notif  or info an    bs lgs order ulang hny  maaf mulu trus mga  chat dok  sistemnya   bagus"
"1272","aasinya mudah  dokternya bagus"
"1273","please still can change the name even though its been verified"
"1274","really hell when i need medicine in the middle of the night"
"1275","  dokter dilayani samngerti sam  h kesabaran  kejelasan rekomen banget  aini agi disaat  ajaib u konsul dokter"
"1276","pemilihan ak nya   dg lokasi"
"1277","baguss"
"1278","pengiriman obat  din membutuhkan      dikirim  u  obat  direse   sembuh   samketika nan  dikirim  "
"1279","dokternya detail  walaudibayar murah ya trmksh"
"1280","best a  membantu  kondisi urgent yg bikin anya dahala  nih"
"1281","many thx"
"1282","good"
"1283","seamless exence"
"1284","nice app"
"1285"," mudah dii"
"1286","very informative ideas thanks dr ayang"
"1287","mantalab cigna"
"1288","dokternya ramah"
"1289","awas hatihati kena jebakan reseter konsultasi  rujuk   biaya konsultasi nya  kena jebakan harganya  mahal  obat   dibeli uninstall dahkakena tipu"
"1290","dokter boti handal memekku  andal "
"1291","practice simand hell"
"1292","mendaan konsultasi yg  dri  dokterterima kasih"
"1293","pengiriman  ak  letaknya  bgt kasian  drivernya kayaknya  akurat dah maya  ak yg deket  kenaalah iriman  ak   gimana sih sistemnya"
"1294","fast ess for urgent needed"
"1295","pertolongan ama   sgt anti  dokterlebih  konsultasi dgn ahli  cek  search engine"
"1296","psikolog   banget sekenanya sedih "
"1297","keren  berguna"
"1298"," membantu"
"1299","mudah "
"1300","convenience"
"1301","navigasi  menu halodoc sdh oke  konsultasi dokter by chatting    oal sangsung bicara good app"
"1302","really  at any time"
"1303","good app"
"1304","easy to use  memudahkan  irt yg jarang   rumah"
"1305","terimakasih halodok ga u  rumah  berobat  dokter"
"1306","always have good exence"
"1307","very good exence"
"1308","from looking pcr test to doctor consultation"
"1309","manta thks ya"
"1310","efficient"
"1311","susah   verifikasi ktgal x langsung terkunci disuruh nunggu  jam    jam dicoba  gak  terkunci   foto ktlas  nik  langsung terbaca   follow u cs halodoc taama   dihubungi   urgent  tes pcr covid tolong diaiki ya   jalan  sei verifikasi manual   dikunci  x obaan   menunggu  jam   tis  orang yg butuh urgent"
"1312","es refund dana lamaaa sekalii keburu sekaratt dah orgobat yg din salah dikirim  urgent   obatnya  a dana nyangkut disana komn  email telefon  cs jg dio kaga   halodoc lg uninstall check "
"1313","excellent"
"1314"," membantu    urgent"
"1315","goodjob konsultasi kesehatan  beli obat  resekter   mudah"
"1316","diare  terselamatkan hehe"
"1317"," membantu dokternya komunikatif obat yg direse sei   rs langganan  yg ng ing resen toko obat tinggal klik tar u antri agi  diare  membantu"
"1318","berguna"
"1319","the aust getting worse i was not able to consult with the doctor because error loading messages kehowing until the consultation time has ed while i had  the fee the cs was not hel either i tried to contact through abut it did not work erly and after i sent the f of error in the chat the helk did not showing anything i called the cs they said i need to send the f through email so i did and the team will investigate before givin any ue to me"
"1320","fast rese"
"1321","penjelasan dokter   mudah dimi"
"1322"," membantu  berkonsultasi  dokter  virtual  mendaan resekter  rebahan "
"1323","rescedan yanan ramah"
"1324","akesehatan terbaik seindonesia"
"1325","verry good"
"1326","bad a location not accurately"
"1327","obat  sam   kejelasan dr halodoc  gojek  comn tdiamkan"
"1328","good"
"1329","dokter yg dikontak  info yg  utk olongan ama  membantu  menenangkan en terima kasih halodoc"
"1330","memuaskan"
"1331","cukumbantu  yg sdg isoman"
"1332","ok membantu "
"1333","mantaanget"
"1334","barang yg dtg   penanganannya lamaaaaaa banget dilem musti konfirmasi email hlemlg  org  konfirmasi email lg hgi lemlagi ngebalikin uangnya ka  dateng aja lg kurirnya anterin obat  gblk"
"1335","simying everything in healthcare"
"1336"," membantu"
"1337","rescedgn menu g user friendly  yg ng asik han dokter yg   beragam bayangkan klk hrs ngetok u dokter  atu hadeuuh"
"1338","pengiriman obat  covid udh sembuh obat blm dtg jg"
"1339","good services"
"1340","good service"
"1341","good"
"1342","nice"
"1343","pengalaman terburuk i halodoc malam  pakai halodoc krn bnr sakit bgt  butuh obat ctotal rb  items taas dtg  items doank  aat  embalian dana  disuruh tunggu   gimana coba  duit  rb satunya  bnr butuh obt keburu sekarat kayaknya deh duh tolong diaiki  deh sistemnya"
"1344","it was very hel and very convenient for me"
"1345","praktis tdk u antre tdk u takut tertular en  hemat  tenaga bensin  akurat"
"1346","hel"
"1347","awesome"
"1348"," membantu tanarus  rumah"
"1349","fast rese answer the detail as we need good communications"
"1350","dokternya membantuaasi elian obatnya u  aikan"
"1351","dokternya   detail"
"1352"," membantu sayaagi  rumah    fasilitas medissemoga sukses  halodoc"
"1353","halodoc  informasi   virtual  instan  kondisi kesehatan  berkesemn  mendaan beberaaran   dokter  berkomn  bidangnya masingmasing"
"1354","seringkali ayaran tdk masuk   transfer   bukti transfer nya   tlumn suruh send email tada resan"
"1355"," aasi a coba org n obat barang ga  status delivered udah gitu nganan   kerja  butuh nya skrg sistem rimaanya gmn  ga  lacak drivernya ga  tau rimanya"
"1356"," membantuterutama   emi terima kasih "
"1357","hel a lot when i need my medicines and i couldnt go out my house"
"1358"," membantu agi   darurat"
"1359","couldnt save ile changes "
"1360","good"
"1361","nice helch"
"1362",""
"1363","very hell"
"1364","cs nya dak  fitur chat tersedia taa   balas ditelkatanya  dibantu taetelah  ga  email konfirmasi aterkait case  mantap"
"1365","sumsekali mantap"
"1366","comfortable user interface and fast rese doctors"
"1367","easy to use straight forward sim top"
"1368","easy to contact"
"1369","alhamdulillah"
"1370","mudah dii  dokter resif"
"1371","bagus  gam  "
"1372"," membantu    genting  kondisi kesehatan menurun  kasuistis semoga aasinya senantiasa     hel"
"1373","chat sucks cant even use it my medicine not arrived yet even with status driver ditugaskan"
"1374"," membantu"
"1375","berbuat   bekal kehiduselanjutnya terima kasih"
"1376","thats very hel alove it"
"1377","alhamdulillah   memakai halodoc"
"1378","jam layanan terbatas hny  menit terkadang  bbrkter  resya  lambat  krn bnyk en  terkadang  samakhir chat  tdk daresekter shg  merating dokternya buruk   eritahuan halodoc  lambat memberitahukan   sdh dareseat   gaenak  dokternya  dokter ferdi stevia  siat maaf bgt gk mksd rating jelek dok beneran deh krn notif rese gk masuk smg lancar rezekinya dok"
"1379","ya  membantu  konsultasi  rumah   i  klinik"
"1380"," nulis alamat  catatan tambahan alamat  reselah ditelgojek bolak   alamat   keterangan"
"1381","fast respon"
"1382","easy to use good and caring doctor"
"1383","so far so good mantaaabbsss"
"1384"," tis   membantu"
"1385","good"
"1386","very hel acation awesome very good luck halodoc"
"1387","ongkirnya mahal "
"1388","  halodoc  setiabutuhan cari obat ga u ng keliling krn aasi  cari ak terdekat yg menyediakan obat tsb"
"1389","very hel thankss"
"1390","the doctor very hel and swift res"
"1391","great apps"
"1392"," install n layanan chat dokter   reseat  bayar taak  masuk chat room karna error  telcs disuruh logout login tetabisa samesi chatnya abis  email  ttau abis  hrs nga bad"
"1393","suka deh bermanfaat"
"1394","kecewa berkali i  udah downgrade kualitas yanan goterng x  transaksi halodoc  x info  refund taidak  kabar "
"1395"," membantu  informasi lengkasei cv dokter  sinfkat   jam"
"1396","the best"
"1397","ok"
"1398","senang   halodoc  berobat dati rumah"
"1399","hell and easy to use"
"1400","semsalah alamat  kondisi kritis taudah  reswalauuma  beli obat  temlain tetasih bintang   teman  kerja  review    reshelsk bernama nur kondisi sakit  obat  diterima"
"1401","aasi mudah d akses layanan cedan lengkap"
"1402"," mudah dg aasi  beli obat atwkonsul dktr online"
"1403","user friendly  "
"1404","my first exence using halodoc and it was amazing star service trully recommend"
"1405","tolong    n obat  orang tua  berbeda temga   set lokasi ujung nya dikirim  temsaya    aebelah"
"1406","     lancar teta     h menu konsultasi terjadwal    menu   memilih konsultasi   memggunakan samsung a"
"1407","kabeli  halodoc lg n obat  jarak gk  bnget   jabodetabek tyama   kayak beli obat dimana aja klo butuh obat cemending jngan yg reguler deh yg instan aja  better  reguler  nunggu samk tau  butuh obat    skrng saking "
"1408","so dificult to sign in bad a "
"1409","mohon diaiki  n   va    logout  aasi nan langsung hilang   ditemukan akount  kode va ibanking"
"1410","good"
"1411","easy n helthanks alot"
"1412"," membantuagi d  kota yg ga tau lokasi dktr d "
"1413","lots of features hel doctors only a click away what a great way to make medicine more accessible"
"1414","membantu "
"1415","dokter resif  obat yg  cknjur"
"1416"," membantu "
"1417","  n obat    transfer  virtual account taransaksi  gagal   refund   kasih web web refundny  yg eror  emng aplikasi gajelas"
"1418","very hel"
"1419","chat dokter mudah  lgs daobat ga  antri   konek  asuransi kantor"
"1420","awesome it hel a lot"
"1421","berguna utk konsul  second oon ga rejg  butuh obat  membantu tq halo doc"
"1422"," liburan anak sakit dibelikan  bh obat yg     komn  nunggu xjam      nginamentara jam  siang checkout teteotot sesuai edur x jam iriman obat yg  dikirim piye  x jam obat   kirim  hotel temsaya n     rumah usul min jgn x kalo  hitungan menit langsung diurus  no nya  oep"
"1423"," mengalami chat dokter   balas      chat dokter   tersedia"
"1424","great"
"1425","maataa"
"1426","penangan medis  cetis  murah tetaetarmat nganannya ceteratasi  tdk   rumah"
"1427","bagus analisa tajam"
"1428",""
"1429","baguss"
"1430","memuaskan  aasinya"
"1431"," bermasalah  transaksi  aasi gojek yg terhubung dgn halodoc bermasalah install aasinya jg bermasalah  menghubungi cs nya    solusi ngasih saran  n  tetadak  solusi burukverry bad ue  sdah menghubungi cs tma  muter solusinya  dri  solusi gagal  lg   nmer hasuransi solusi gagal   teruuus  situ"
"1432","ui bagus menu jg cukulas   cari ak terdekat   loadingnya"
"1433"," kecewa  halodoc sdh jd   trasaan  k   kacau aasi    lemot yaran sy gagal d terima refund jg hrsny bs d imcaranya notes yg  tulis d alamat tdk muncul d driver shngga  jd salah alamat  han titik yg terbatas mohon untk  d atikan aasinya"
"1434","very hell"
"1435"," membantu"
"1436","jelek bgt  udh bayar dokternya gaada meressama  samesinya selesai"
"1437","usefull"
"1438","dokternya cerese nya    masuk akal "
"1439","please ue the bug i think the lem only haed on android the aust wont allow us to make an antment jadwalkan"
"1440","aasi ng tolol"
"1441"," membantu"
"1442","dokternya cukungkan  membantu"
"1443","very hell aes emergency situation"
"1444","so hell"
"1445","aasi ga  sumsistemnya ngaco ua  banget"
"1446","very hel"
"1447",""
"1448","mantantap"
"1449","akun gosy ngga  terhubung dg akun halodoc sy   terhubung dg akun  sy coba login i no h satunya no h dii jg  go  ngga  masuk ngga  kirim kode otusing"
"1450","good"
"1451","dokter ramah   efisien"
"1452","sdh   jam  malam tsenya  cenan       menit  dr sanan sd   rumah terima kasih halodoc sorry nama   moerni astuti"
"1453","membantu dikala  darurat"
"1454","nice app"
"1455","tdk  ganti obat rsela  ak kosong"
"1456","easy to use  dokter    booked h uang langsung refund   cari dokter    langsung konsul    ahankan fiturnya ya memudahkan   sulit mencari  siang   i  dokter"
"1457"," membantu  ntau  kota  sulit menemukam ak"
"1458","payah banget udah x transaksi  keterangannya dokter   chat udh selesai transaksi dokter  tersedia pengembalian dana    kerja    online kenaiba berhasil transaksi dokter    chat"
"1459","hel"
"1460"," bermanfaat tetaerlu aikan    ue nan obat diharuskan loading menunggu cek ketersediaan yg kadang error"
"1461","the ma not accurate and i think the notes is not delivered to the driver i often have to reconfirm my location to them and it is such a hassle"
"1462","lemot  erorr ud data"
"1463","good"
"1464","aasi keren"
"1465","kesel sumgagal checkout  udah chat cs nya  cs nya    log out gajelas kayak gini  tolong  siamana  sakit dah   solved ya langsung dinotice thank youu"
"1466","lemot h"
"1467","aasinya diude jd  smooth  jgn aloading  masuk  keranjang aja loading h iriman loading ganti alamat loading lg  order obat aja ngehabisin   menit  orang  butuh buru krn sakit gmn sih ganti server or something  jgn sam bgt"
"1468","dokter    info  mudah dimi terima kasih"
"1469","good"
"1470","bagus masukan  tambahan fitur  download file gambar yg dikirim dokter"
"1471","thank u halodoc"
"1472","best solution in your emergency but maybe the e should be lower even there is a range between low and high the always  the highest"
"1473","very hel acations its easy and tical"
"1474","   enak badan  chat dokter jam  pm  n obat daak   km  rumah ga kaya  beli antigen sebiji siang bolong daak jarak  km lokasi    belasan ak mitra  thanks halodoc"
"1475","mantab"
"1476","halo doc sgt membntu   konsultasi secra online dgn dokter yg tersedia a  jaman emi sni  btuh resers berian  rumah great halodoc "
"1477"," membantu"
"1478","memudahkan layanan kesehatan"
"1479","hel"
"1480","informasi  atalan nan    x n  cancel tannfo   brang   kenauncul  a   validasi ketersediaan uk  inventory mohon diaiki kedeagar    sia  aasi  chat    bls teme"
"1481","ue saldo  dikembalikan"
"1482","hell banget  mesti  rumah sakit  dokternya  fast respon"
"1483","hel"
"1484","terbaik disaat dibutuhkan  butuh ketak ketik"
