"","klasifikasi","score","text"
"1043","Netral",0,"its getting worse driver ask me to cancel the order due to delivery t seems to far from him from surabaya to gresik the chat assistance not hel there is no on for cancellation i should call the cs to cancellation"
"1044","Netral",0,"thank you"
"1045","Positif",1," tenang  halodoc"
"1046","Negatif",-4,"aasi pelayanan cs  tim teknis   h   tanggung  gantian biaya  tindak  an kesalahan aasi   menanggung customer   beraustomer  menanggung kesalahan  aasi  tujuan  aasi  memudah    memulit  merugikan customer"
"1047","Negatif",-2,"mitra ak  kalo ak  tutungan oordera  yg rugi mitra driver gojek beraruh   daorderan  aruh  mudahan driver  mendaan order        buang bensin    udah jalan  km  ak yg  tutuu ak  tutusa tetaka orderan"
"1048","Netral",0," membantu thanks halodoc"
"1049","Negatif",-2,"cs ga  ga  rese resen berulang kali tercancel otomatis "
"1050","Netral",0," membantu"
"1051","Netral",0,"satisfy"
"1052","Negatif",-1,"hel banget   ga   rumah sakit"
"1053","Netral",0,"good apps"
"1054","Netral",0,"good hoslity"
"1055","Positif",3,"dokternya   terima kasih halodoc yg   keren"
"1056","Netral",0,"top"
"1057","Netral",0,"very tical and hel esally during emic "
"1058","Netral",0,"very hel"
"1059","Netral",0,"qualifiat dokter"
"1060","Negatif",-1,"best alg sakit tkt sotoy self diagnose n kbtulan lg d bangkok subuh dr rs yg bahasa nya gw ga bs inggris mrk an mending halodoc dl olongan ama nyoka jg smena aritmia attack k halodoc dl n lgs ketolong thanks bgt god bless"
"1061","Netral",0,"hell apps"
"1062","Netral",0,"good hel aeasy to use"
"1063","Netral",0," membantu"
"1064","Netral",0," membantu res dokter jg ce"
"1065","Positif",1,"aasi crashed setiaik toko kesehatan android samsung a"
"1066","Netral",0,"errors most of the time how can this ae used and got  rating"
"1067","Netral",0,"error  unduh resep"
"1068","Netral",0,"after uing the an  august  now it doesnt work at all very disanting  check again soon"
"1069","Positif",1,"memudahkan"
"1070","Positif",1,"bagus"
"1071","Netral",0,"puas"
"1072","Netral",0,"nice"
"1073","Netral",0,"simn efficient"
"1074","Netral",0,"  membantu   urgent makasih halodoc"
"1075","Netral",0,"friendly doctor exn everything"
"1076","Netral",0,"user friendly "
"1077","Netral",0,"excellent service"
"1078","Netral",0," membantu   emi"
"1079","Netral",0,"good service"
"1080","Negatif",-1,"   chat  dokter meskiaa  mengurangi saldo  coba bayar i gotidak "
"1081","Netral",0,"penanganannya ceobatnya samceterimakasihh"
"1082","Netral",0,"mantan  membantu"
"1083","Positif",3,"mudah gunaannya dokternya ramah komunikatif informatif jd bikin lbh tenang"
"1084","Netral",0," solutif  harga terjangkau"
"1085","Netral",0,"si ux nya jd solusi  yg  cedan  rmh aja"
"1086","Negatif",-3," aneh  amau beli obat  chat dokter ok  chat masuk  sesi chat aja ga  eror trus  masuk  obantuan chat   ga  balas balas sammau  jam   balas  bilang keburu sakit h nungguin balasan nya"
"1087","Negatif",-2,"resya cedan elasannya cukunyeluruh   asuransi cukuaktis  yg  sakit    rumah  diantar langsung  rumah"
"1088","Netral",0,"fast res and delivery"
"1089","Netral",0,"user friendly"
"1090","Positif",1,"sy  konsul dokter  dokternya bagus takasinya   minus reseri dokter  sy tebus taanemberitahuan   obat  resekter   cancel    dibeli  karna resedi  berlaku   item obat     dibeli      dibeli   ay caaayar konsul taesedak  diunakan  beli obat  menghubungi halodoc assistant taa uma karna   solusi"
"1091","Netral",0,"good app"
"1092","Negatif",-1," membantu    klo sikon darurat s   mingguklau  rsklinikesmas blm   dokternya"
"1093","Positif",3,"terima kasih halodoc memudahkan   berkonsultasi  dokter  beli obat"
"1094","Positif",1,"membantu disaat si    mencari kebutuhan obatobatan  telemedicine ditingkatkan  yanannya thanks"
"1095","Negatif",-1,"  ya"
"1096","Netral",0,"good service details fast and doctor are friendly"
"1097","Netral",0,"user friendly"
"1098","Positif",1," memudahkan sekalii    males k dokter "
"1099","Netral",0,"disurt  dokter yg komn fast res"
"1100","Positif",1,"keren"
"1101","Netral",0,"very hell when we need medicine immediately"
"1102","Netral",0,"so helll  thanks"
"1103","Positif",3,"dokternya ramah  cedalam menanggaesan  dikirim terima kasih"
"1104","Netral",0," membantu "
"1105","Netral",0," membantu"
"1106","Netral",0,"very hell although ui need some enhancement to inline with customer exence"
"1107","Netral",0,"essy"
"1108","Netral",0,"dokternya  anyan   saran dgn "
"1109","Netral",0," membantu"
"1110","Positif",2,"janji temu dokter   dii  orang jabotabek aja kayaknya kalo   jawa masak  dokter  tersedia"
"1111","Negatif",-1,"gw  i halodocit was helldan yg i dokternya  ok bgt  alhamdulillah tiakasih resen diagnosa yg  dgn chat orang dirumah sembuh yg ing  konsul dokter  bilang aja kondisi   sa salah diagnosabeli obat  okmau  jkt    kota  tinggal et aja  deh tu barangkereeen halo doc"
"1112","Netral",0,"very very hel"
"1113","Netral",0," membantu"
"1114","Netral",0,"dokternya sabar  telaten"
"1115","Positif",1," membantu   bermanfaat "
"1116","Netral",0,"ok"
"1117","Positif",1,"yanan dokternya ramah  informatif"
"1118","Netral",0,"aasinya bagus t semngebug dimana  sy chat chat dokter g msk disy    sesinya selesai tolong  aiki"
"1119","Netral",0,"resnya ce "
"1120","Netral",0," membantu"
"1121","Netral",0,"nice"
"1122","Netral",0,"butuh fitur  nya  user komen dokter   alaman nya   rating nya     simbol jemterus rating   taambahkan beraanyak   rating  su   ragu  chat "
"1123","Positif",1," membantu  cepat"
"1124","Netral",0,"quick and easy to order medicine online"
"1125","Netral",0," mudah   membantu  konsultasi kesehatan  n obat  online  rumah"
"1126","Positif",3,"x tox dana gak masuk uang dibank x berkurang dicontact chat cs gak  ditlk angkat diemail gak dibalas  kemana komnnya ylki"
"1127","Positif",1,"aya  berjalan    terhubung  dokter tahat   teletidak  kirim gambar   uang   taa  a"
"1128","Netral",0,"lengkan mudah    oyaang disediakan"
"1129","Netral",0,"utk fasilitas cetingnya ok bgt ttika  rese obat yg cukunyakketika mencari obat yg tersediagagal loading berkali   jam an   beli   ak  dilain   daobat  dokter   tebus  halodoc aturan i obat   tulis  ak mohon  atian  de"
"1130","Netral",0,"good apps"
"1131","Netral",0,"mantap"
"1132","Netral",0," membantu"
"1133","Netral",0,"usefull apps"
"1134","Netral",0,"convenience and reliable"
"1135","Negatif",-1," sanan obat disana  catatan alamat tolong catatan nya dikirim  drivernya  berkali kali nulis catatan detail alamat tetaidak samke driver  driver berkali kali salah alamat"
"1136","Netral",0,"good acationthe acation is very useful for hel my family who are sick"
"1137","Netral",0," times cancelled and the money never refunded worst medical aetter use another app"
"1138","Netral",0,"okok"
"1139","Netral",0," aduan saldo yg terng taokter   tolong diadakan    merigukan thanks"
"1140","Positif",1,"fast rese delivery ce privacy aman"
"1141","Netral",0,"really hell thank u halodoc"
"1142","Netral",0,"really great and useful"
"1143","Netral",0,"tolong aiki kolom lengkaamat kirim  austomer   k driver   alamat kirim  sesuai  titik  alamat lengkadak   ariver    komn     tolong  atikan obat   ing  en  samtidak tersaman  salah m driver  cust gara gara alamat   terbaca  driver kadang obat tsb diambil  diantarkan  driver  jarak  cukuuh"
"1144","Negatif",-2,"trmksh byk halodocsgt membantu uboosterbahkan disaat dilaan trmksud anak sy jalur berbeda siag alodoc ga ntricelayanan dilaan  aya  akurat mlalui ahalodocsuccess to u"
"1145","Netral",0,"quite easy to reach the docter but the reanswer a little bit slow"
"1146","Netral",0,"so far the as useful and hel"
"1147","Netral",0," membantu"
"1148","Netral",0," membantu disaat urgent"
"1149","Positif",1,"aasi   membantu  chat  dokternya  cepat"
"1150","Netral",0,"very useful"
"1151","Netral",0,"good acation"
"1152","Netral",0,"i bought some medicine but not delivered to me"
"1153","Netral",0,"good"
"1154","Netral",0,"great app"
"1155","Positif",1,"bagus ngga u ngantre   klinik  akit "
"1156","Netral",0,"good service"
"1157","Positif",2,"terima kasih  membantu  mencari obat dilokasi terdekat"
"1158","Netral",0,"good avery hell"
"1159","Netral",0,"easy to use and friendly user interface the doctors work ently and gave a clear exation and it helank you"
"1160","Netral",0,"very hell"
"1161","Netral",0,"tanggal  jam an  coba chat dokter h dokter   h salah  dokter    layar  bayar nunggu  menit  terlayani   menit  ulangi dgn dokter  bayar   terlayani  coba dgn dokter salis bayar  mahal  terlayani  cek  riwayat transaksi kosong   n an  dokter   tersedia  diganti dokter   tungguanda  antrian no    direfund"
"1162","Positif",1,"mantab"
"1163","Netral",0,"mantader cesam"
"1164","Netral",0,"user friendly"
"1165","Netral",0,"fast rese and service excellent"
"1166","Netral",0," membantu  konsul    i keeumah sakit"
"1167","Netral",0," membantu"
"1168","Netral",0,"working very well"
"1169","Netral",0," membantu"
"1170","Netral",0,"good apps"
"1171","Negatif",-1,"beberali n halodoc ngga samlasan ak kurir susah kontak   ngga  kontak via whatsaarena nomor tlta disamarkan aasi kenaalodoc menyamarkan nomor    disuruhisi nomor tl aasi"
"1172","Negatif",-1,"pesan obat  anak   sakit berharajam   diterima kenyataan nannya dibatalkan samx x  ak x  driver sam  anak  ketiduran  rencananya  minum obat  tidur  n  jam esanan    jam     jam   bingung kenak  driver butuh    batalkan nan  butuh  jam  batalkan nan sadarkah   melayani orang sakit"
"1173","Netral",0,"very good n fast"
"1174","Negatif",-6,"jelek bgt ga  solusi  k halodoc  kesalahan  i kode isoman utk basaya krn beliau ga utk  teknologi kyk gini tya sdh ganti akun tde isoman sdh dianggangus  resekter blm  kode isoman  setau   kemenkes  gratis tm   dianggangus bener jelek  ga  solusinya  halodoc  disuruh bayar"
"1175","Netral",0," membantu  konsultasi   elian obat"
"1176","Netral",0,"easy to use and interactive"
"1177","Netral",0," membantu  user friendly "
"1178","Netral",0," keracunan baygon  menyem kecoa dikamar l  alhamdulillah  ani nyawa  terselamatkan tks barakallah"
"1179","Netral",0,"oke"
"1180","Netral",0,"good rese  solution"
"1181","Negatif",-1,"halodoc  berguna   yg   remote area  susah mendaan dokter  alaman yg cukum   mendaan second oon"
"1182","Positif",1," bayar dokter sibuk uang  dikembalikan customer service ga   call"
"1183","Positif",1,"cepat"
"1184","Netral",0," menolong    tewaktu"
"1185","Netral",0,"okaaaay"
"1186","Netral",0,"hel"
"1187","Netral",0," membantu disaat sakit     dokterrumah sakit"
"1188","Netral",0,"kereen"
"1189","Netral",0," konsul kasaja"
"1190","Netral",0,"easy to use"
"1191","Netral",0,"very useful"
"1192","Netral",0,"good succses"
"1193","Netral",0,"ok"
"1194","Positif",1,"pesan kain kasa malam krn butuh urgent  arahan yg  berhenti status nan sdh diterima alamat sdh sesuai taarang  diterima driver  berusaha menghubungi harga barangnya ga seberatuh urgent   urgent   daalaman sei  "
"1195","Netral",0,"useless"
"1196","Netral",0,"dokter  li en sembuh      ngasih reselu dauangnya"
"1197","Netral",0,"location of gps feature is not accurated please fix this gps feature in this app"
"1198","Positif",1,"penjelasan dokter detail  ramah"
"1199","Netral",0,"previosly i used this anly to buy some medicines  vitamins its getting better now with the online doctor consultation  crin very convenient"
"1200","Netral",0,"good"
"1201","Netral",0,"good ecence"
"1202","Netral",0,"great aith efficient service and care from the doctors"
"1203","Netral",0,"great"
"1204","Positif",1," metode ayaran konsultasi tolong  tambahkan aasi dana"
"1205","Netral",0,"hel a thank you"
"1206","Netral",0,"suka bgt sm yanannya"
"1207","Netral",0,"good job"
"1208","Negatif",-1,"  singkat  konsultasi  ketikan"
"1209","Netral",0,"best a thank you doc"
"1210","Netral",0,"easy find information"
"1211","Netral",0,"like the interface the fast rese of doctors and ease of use"
"1212","Positif",1,"ceresenya keren"
"1213","Netral",0," membantu  malam   sakit"
"1214","Netral",0," membantu  dibutuhkan"
"1215","Netral",0,"gud app"
"1216","Positif",1,"delivery cepat"
"1217","Netral",0,"hel doctor"
"1218","Netral",0,"halodoc aasi nya bagus    ga sabar aja sm  faham kalo  dokter yg ama sibuk maaf ya halodoc"
"1219","Negatif",-1,"sngt membantu ga u cangantri  dokter tengkyu halodoc"
"1220","Negatif",-1,"pesan obat    via instant  obat dikirim  hitungan jam      keburu kejang ennya mending  aojol  ce uninstall"
"1221","Negatif",-1," kom aj ga bs telll center udh teken angka   ngomongnya  ulang   aasi kaga bener  antibiotik   kasih  doang lawak bener"
"1222","Netral",0,"terbantu dgn aasi "
"1223","Positif",1,"layanan cepat"
"1224","Netral",0,"good"
"1225","Netral",0,"lengkanget dokternya samsikolog  top"
"1226","Negatif",-2,"aasinya jelek h bgt  chat dokter aj ga bs udh bayar berkali"
"1227","Netral",0,"hell easy to use"
"1228","Netral",0,"good"
"1229","Netral",0,"good afor health care"
"1230","Netral",0,"good a hel"
"1231","Netral",0,"seamless "
"1232","Netral",0,"hel athanks"
"1233","Positif",2," membantu  memesan obat  telemedicine  dokter terima kasih"
"1234","Netral",0,"ok"
"1235","Positif",1,"refund uang    rb  lamaa bgt  gak  elesaian  skli "
"1236","Negatif",-3,"bug  bug  bug "
"1237","Positif",1,"bagus  semngelag  namn resep"
"1238","Netral",0," membantu  sakit layanan cedan dokter  standby"
"1239","Netral",0,"i dont get it"
"1240","Netral",0,"dokter  cetanggan esional aasi  mudah dimengerti  ce"
"1241","Netral",0,"hell in distress"
"1242","Netral",0,"ok"
"1243","Netral",0,"mohon aikan  maa krn susah menentukan titik yg te kasian driver gojek nya nyari"
"1244","Positif",1,"terbaik"
"1245","Netral",0,"hel keeur great services "
"1246","Netral",0,"so much helring this emic situation thank you for all doctos in charge"
"1247","Netral",0," haakun diulit  manual call cs email cs hl   haakun krn  sesuaibukannya diudah  diulit"
"1248","Netral",0,"thank you halodoc you make my life so easy to get healthy without go to hosl so hell to have this app"
"1249","Netral",0,"the best"
"1250","Netral",0,"easy oke"
"1251","Netral",0,"very hel ain covid"
"1252","Netral",0,"very bad ux for gojek user only add hassles why doesnt gojek just integrate this service into  gojek ajust like go food or other services you force me to install this app"
"1253","Netral",0,"good res"
"1254","Netral",0,"ok"
"1255","Netral",0,"hell"
"1256","Netral",0,"sangatt membantuuu"
"1257","Netral",0," membantu"
"1258","Netral",0,"good"
"1259","Netral",0,"doctors are very nice and hel "
"1260","Netral",0,"good"
"1261","Negatif",-2,"aasi ng ribet driver susah dihubungi"
"1262","Positif",1,"sut ngga  muter mulu  arus kaga dibales  gmn sih  ticket  trus lihatnya dimana setiali buka menu bantuan mengulan  es yg  kacau"
"1263","Netral",0,"easy to use fast connect with the doct"
"1264","Netral",0,"hel"
"1265","Positif",1," membantu   elasan terkait kesehatan"
"1266","Netral",0,"hel"
"1267","Netral",0,"x n obat dr  sll nyangkut anya"
"1268","Negatif",-3,"pesan iriman instan taatu jam  ga nyaman ga  kejelasan tolong  diau  sistem antarannya orang  sakit   sakit  nunggu obat ga  dicancel  susah"
"1269","Netral",0,"kerennn "
"1270","Positif",1," bermanfaat"
"1271","Positif",2,"sengaja bayar chat dokter  beli obat dgn resedah ham jam nunggu tau batal otmatis  direfund   notif  or info an    bs lgs order ulang hny  maaf mulu trus mga  chat dok  sistemnya   bagus"
"1272","Positif",1,"aasinya mudah  dokternya bagus"
"1273","Netral",0,"please still can change the name even though its been verified"
